id,case_number,date,iucr,primary_type,fbi_code,fbi_description,address
12321527,JE176534,2021-03-12T23:00:00Z,5001,OTHER OFFENSE,26,Misc Non-Index Offense,"110XX S TROY ST, CHICAGO IL"
11167280,JA535007,2017-12-03T07:00:00Z,0890,THEFT,06,Larceny (index),"033XX N HALSTED ST, CHICAGO IL"
11263825,JB195859,2018-03-22T22:10:00Z,0560,ASSAULT,08A,Simple Assult (index),"003XX S HOMAN AVE, CHICAGO IL"
11327274,JB279714,2018-05-26T19:00:00Z,0810,THEFT,06,Larceny (index),"035XX N KIMBALL AVE, CHICAGO IL"
11822777,JC426701,2019-09-08T10:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"020XX W ARTHUR AVE, CHICAGO IL"
12751518,JF305922,2022-07-05T14:59:00Z,1345,CRIMINAL DAMAGE,14,Vandalism,"014XX S MILLARD AVE, CHICAGO IL"
11082271,JA424664,2017-09-09T16:50:00Z,5002,OTHER OFFENSE,26,Misc Non-Index Offense,"134XX S HOUSTON AVE, CHICAGO IL"
10944969,JA264041,2017-05-15T08:40:00Z,0460,BATTERY,08B,Simple Battery (index),"036XX N HALSTED ST, CHICAGO IL"
11075890,JA416415,2017-09-02T22:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"051XX S RICHMOND ST, CICERO IL"
11762337,JC354231,2019-07-18T18:30:00Z,0460,BATTERY,08B,Simple Battery (index),"073XX S STONY ISLAND AVE, CHICAGO IL"
12175319,JD378176,2020-09-25T01:02:00Z,041A,BATTERY,04B,Aggravated Battery (index),"053XX S LAKE PARK AVE W, CHICAGO IL"
12337374,JE196068,2021-04-11T05:00:00Z,1152,DECEPTIVE PRACTICE,11,Fraud,"047XX W HARRISON ST, CHICAGO IL"
11444526,JB433073,2018-09-13T02:45:00Z,4387,OTHER OFFENSE,26,Misc Non-Index Offense,"028XX E 77TH ST, CHICAGO IL"
12528145,JE429637,2021-11-01T06:46:00Z,141B,WEAPONS VIOLATION,15,Weapons Violation,"019XX E 76TH ST, CHICAGO IL"
12587433,JF106861,2022-01-08T20:28:00Z,0486,BATTERY,08B,Simple Battery (index),"108XX S DOTY AVE E, CHICAGO IL"
12228781,JD440208,2020-11-24T10:00:00Z,0860,THEFT,06,Larceny (index),"066XX S WESTERN AVE, CHICAGO IL"
12530218,JE432086,2021-11-03T07:00:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"080XX S MARYLAND AVE, CHICAGO IL"
11576746,JC128602,2019-01-25T01:35:00Z,0486,BATTERY,08B,Simple Battery (index),"008XX E 80TH ST, CHICAGO IL"
11037431,JA371445,2017-07-31T21:00:00Z,0820,THEFT,06,Larceny (index),"075XX S EXCHANGE AVE, CHICAGO IL"
11495215,JB499995,2018-11-02T06:30:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"077XX S SANGAMON ST, CHICAGO IL"
12476814,JE366680,2021-09-09T03:19:00Z,0620,BURGLARY,05,Burglary (index),"040XX N HERMITAGE AVE, CHICAGO IL"
12612121,JF137183,2022-02-08T04:05:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"115XX S HALSTED ST, CHICAGO IL"
12213009,JD421951,2020-11-05T16:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"019XX N HONORE ST, CHICAGO IL"
11304211,JB249147,2018-05-04T07:00:00Z,031A,ROBBERY,03,Robbery (index),"063XX S COTTAGE GROVE AVE, CHICAGO IL"
11326819,JB278991,2018-05-26T05:30:00Z,0460,BATTERY,08B,Simple Battery (index),"009XX W BELMONT AVE, CHICAGO IL"
10946217,JA265559,2017-05-16T10:15:00Z,0486,BATTERY,08B,Simple Battery (index),"069XX S PARNELL AVE, CHICAGO IL"
11968332,JD135935,2020-02-01T09:39:00Z,0486,BATTERY,08B,Simple Battery (index),"039XX N PLAINFIELD AVE, CHICAGO IL"
12562977,JE471052,2021-11-19T17:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"048XX W WAVELAND AVE, CHICAGO IL"
11672250,JC244896,2019-05-01T03:05:00Z,1812,NARCOTICS,18,Drug Abuse,"030XX N MILWAUKEE AVE, CHICAGO IL"
12894859,JF477042,2022-11-16T21:00:00Z,0486,BATTERY,08B,Simple Battery (index),"113XX S LOOMIS ST, CHICAGO IL"
12614590,JF140266,2022-02-10T21:20:00Z,0560,ASSAULT,08A,Simple Assult (index),"045XX S KEDZIE AVE, CHICAGO IL"
11428573,JB412186,2018-08-15T16:00:00Z,1152,DECEPTIVE PRACTICE,11,Fraud,"062XX S LANGLEY AVE, ELMHURST IL"
11806105,JC401544,2019-08-20T03:00:00Z,0810,THEFT,06,Larceny (index),"100XX S CLAREMONT AVE, CHICAGO IL"
11298834,JB242012,2018-04-29T03:34:00Z,0560,ASSAULT,08A,Simple Assult (index),"028XX W 63RD ST, CHICAGO IL"
11061298,JA399208,2017-08-19T11:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"035XX W AUGUSTA BLVD, CHICAGO IL"
11187057,JA562055,2017-12-24T22:28:00Z,0860,THEFT,06,Larceny (index),"008XX N MICHIGAN AVE, CHICAGO IL"
11337296,JB293151,2018-06-03T22:30:00Z,031A,ROBBERY,03,Robbery (index),"007XX W GARFIELD BLVD, CHICAGO IL"
12514061,JE412202,2021-10-17T02:59:00Z,0520,ASSAULT,04A,Aggravated Assault (index),"071XX S LOWE AVE, SKOIE IL"
11061941,JA400033,2017-08-12T15:00:00Z,0610,BURGLARY,05,Burglary (index),"003XX W 106TH PL, CHICAGO IL"
11150078,JA512781,2017-11-15T18:28:00Z,0497,BATTERY,04B,Aggravated Battery (index),"038XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
11088632,JA432271,2017-09-15T17:00:00Z,141A,WEAPONS VIOLATION,15,Weapons Violation,"058XX W WARWICK AVE, CHICAGO IL"
12515688,JE414304,2021-10-18T23:23:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"001XX N WABASH AVE, CHICAGO IL"
12211368,JD420141,2020-11-04T04:15:00Z,0460,BATTERY,08B,Simple Battery (index),"019XX S CANALPORT AVE, CHICAGO IL"
12053621,JD235802,2020-05-04T19:30:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"130XX S DOTY AVE E, CHICAGO IL"
11264523,JB196789,2018-03-23T14:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"091XX S EUCLID AVE, CICERO IL"
11981580,JD152284,2020-02-15T04:29:00Z,501A,OTHER OFFENSE,26,Misc Non-Index Offense,"014XX E 52ND ST, CHICAGO IL"
11111906,JA462555,2017-10-07T07:00:00Z,0890,THEFT,06,Larceny (index),"064XX N CLARK ST, CHICAGO IL"
11534824,JB552587,2018-12-14T05:52:00Z,3731,INTERFERENCE WITH PUBLIC OFFICER,24,Disorderly Conduct,"0000X E GARFIELD BLVD, CHICAGO IL"
12062968,JD246839,2020-05-29T21:41:00Z,1121,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"008XX W NORTH AVE, CHICAGO IL"
11671422,JC243949,2019-04-30T16:06:00Z,2024,NARCOTICS,18,Drug Abuse,"033XX W DOUGLAS BLVD, CHICAGO IL"
12050598,JD231364,2020-05-13T18:40:00Z,0560,ASSAULT,08A,Simple Assult (index),"083XX S MAY ST, CHICAGO IL"
11185461,JA559823,2017-12-22T23:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"002XX S WESTERN AVE, CHICAGO IL"
12835660,JF406125,2022-09-21T16:30:00Z,0460,BATTERY,08B,Simple Battery (index),"020XX N NATCHEZ AVE, CHICAGO IL"
11487107,JB489320,2018-10-25T13:55:00Z,1812,NARCOTICS,18,Drug Abuse,"011XX N MONTICELLO AVE, CHICAGO IL"
11458788,JB451953,2018-09-26T21:00:00Z,1365,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"077XX S COLFAX AVE, CHICAGO IL"
11475291,JB473969,2018-10-13T11:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"053XX S WOODLAWN AVE, CHICAGO IL"
11181904,JA555015,2017-12-19T14:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"0000X E MONROE ST, CHICAGO IL"
11993517,JD166716,2020-02-27T18:59:00Z,0560,ASSAULT,08A,Simple Assult (index),"062XX S UNION AVE, CHICAGO IL"
11822353,JC424012,2019-09-07T22:45:00Z,0326,ROBBERY,03,Robbery (index),"079XX S LAFAYETTE AVE, CHICAGO IL"
12821091,JF388287,2022-09-08T22:17:00Z,0560,ASSAULT,08A,Simple Assult (index),"076XX S SANGAMON ST, CHICAGO IL"
12518360,JE417422,2021-10-16T22:30:00Z,0486,BATTERY,08B,Simple Battery (index),"035XX N NAGLE AVE, CHICAGO IL"
11761738,JC353535,2019-07-18T04:30:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"051XX S KENWOOD AVE, CHICAGO IL"
11077194,JA418746,2017-09-04T22:25:00Z,2093,NARCOTICS,18,Drug Abuse,"007XX N LATROBE AVE, CHICAGO IL"
12928822,JF517281,2022-12-18T03:43:00Z,0810,THEFT,06,Larceny (index),"063XX W 56TH ST, CHICAGO IL"
10898999,JA210536,2017-04-02T23:09:00Z,0810,THEFT,06,Larceny (index),"021XX S KILBOURN AVE, CHICAGO IL"
11106560,JA455553,2017-10-02T21:23:00Z,0860,THEFT,06,Larceny (index),"008XX W NORTH AVE, CHICAGO IL"
11599038,JC156383,2019-02-18T05:03:00Z,0486,BATTERY,08B,Simple Battery (index),"090XX S ELIZABETH ST, CHICAGO IL"
12327503,JE183785,2021-03-30T04:10:00Z,0860,THEFT,06,Larceny (index),"002XX W JACKSON BLVD, CHICAGO IL"
11856788,JC467579,2019-10-10T20:15:00Z,0486,BATTERY,08B,Simple Battery (index),"001XX W 74TH ST, CHICAGO IL"
11640069,JC205381,2019-03-30T17:45:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"072XX S WINCHESTER AVE, CHICAGO IL"
11644040,JC210878,2019-04-04T03:54:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"015XX E 65TH PL, CHICAGO IL"
11457340,JB449899,2018-09-24T23:20:00Z,0486,BATTERY,08B,Simple Battery (index),"038XX S SACRAMENTO AVE, CHICAGO IL"
12722772,JF271209,2022-06-05T07:00:00Z,0486,BATTERY,08B,Simple Battery (index),"025XX W 51ST ST, CHICAGO IL"
12302637,JE153818,2021-02-27T11:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"047XX S WESTERN AVE, CHICAGO IL"
11159649,JA525514,2017-11-26T08:00:00Z,0281,CRIM SEXUAL ASSAULT,02,Criminal Sexual Assualt (index),"040XX W NORTH AVE, CHICAGO IL"
12478687,JE368963,2021-09-11T02:05:00Z,2024,NARCOTICS,18,Drug Abuse,"012XX N PULASKI RD, CHICAGO IL"
11666148,JC237454,2019-04-25T02:30:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"029XX E 91ST ST, CHICAGO IL"
12508576,JE405383,2021-07-10T05:01:00Z,2825,OTHER OFFENSE,26,Misc Non-Index Offense,"054XX S INDIANA AVE, CHICAGO IL"
12153905,JD353429,2020-09-02T03:32:00Z,0810,THEFT,06,Larceny (index),"071XX S WOOD ST, CHICAGO IL"
12326207,JE182223,2021-03-28T16:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"024XX W FARRAGUT AVE, CHICAGO IL"
11931612,JC559268,2019-12-25T01:54:00Z,0484,BATTERY,08B,Simple Battery (index),"025XX W ROOSEVELT RD, CHICAGO IL"
11769864,JC363391,2019-07-24T13:00:00Z,0820,THEFT,06,Larceny (index),"055XX W HIRSCH ST, CHICAGO IL"
11303220,JB247706,2018-05-03T04:59:00Z,1365,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"020XX W FARGO AVE, CHICAGO IL"
12415753,JE292155,2021-07-06T18:45:00Z,0460,BATTERY,08B,Simple Battery (index),"013XX S KOLIN AVE, CHICAGO IL"
10857230,JA161505,2017-02-21T07:55:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"059XX S WINCHESTER AVE, CHICAGO IL"
25884,JE210069,2021-04-26T04:07:00Z,0110,HOMICIDE,01A,Homicide (index),"005XX E 103RD ST, CHICAGO IL"
12145544,JD343838,2020-08-16T22:50:00Z,0486,BATTERY,08B,Simple Battery (index),"039XX W FLOURNOY ST, CHICAGO IL"
11535638,JB553582,2018-12-15T01:10:00Z,0291,CRIM SEXUAL ASSAULT,02,Criminal Sexual Assualt (index),"050XX W ADAMS ST, CHICAGO IL"
11049578,JA385237,2017-08-10T05:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"035XX N PAULINA ST, CHICAGO IL"
10939919,JA257557,2017-05-10T07:05:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"018XX N NEWLAND AVE, CHICAGO IL"
12126795,JD321978,2020-05-18T05:00:00Z,1120,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"029XX W LEXINGTON ST, CHICAGO IL"
11865359,JC478021,2019-10-19T02:45:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"008XX N RUSH ST, CHICAGO IL"
11876260,JC490861,2019-10-28T17:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"063XX S COTTAGE GROVE AVE, CHICAGO IL"
10946610,JA265837,2017-05-16T15:30:00Z,0460,BATTERY,08B,Simple Battery (index),"075XX S RACINE AVE, CHICAGO IL"
12186904,JD392000,2020-09-18T13:00:00Z,1110,DECEPTIVE PRACTICE,11,Fraud,"064XX N WESTERN AVE, CHICAGO IL"
11247632,JB174264,2018-03-05T16:50:00Z,041A,BATTERY,04B,Aggravated Battery (index),"027XX W FLETCHER ST, CHICAGO IL"
10988622,JA315270,2017-06-20T00:00:00Z,0820,THEFT,06,Larceny (index),"017XX E 74TH ST, CHICAGO IL"
11705430,JC285293,2019-05-30T23:50:00Z,0460,BATTERY,08B,Simple Battery (index),"001XX W MADISON ST, CHICAGO IL"
11533068,JB550155,2018-12-12T18:00:00Z,0460,BATTERY,08B,Simple Battery (index),"085XX S COTTAGE GROVE AVE, CHICAGO IL"
12586557,JF105789,2022-01-07T11:08:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"073XX N OCTAVIA AVE, CHICAGO IL"
11849175,JC458130,2019-09-27T05:41:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"072XX S GREEN ST, CHICAGO IL"
11126694,JA482045,2017-10-22T13:00:00Z,2825,OTHER OFFENSE,26,Misc Non-Index Offense,"061XX N OAKLEY AVE, CHICAGO IL"
10889862,JA200375,2017-03-25T22:50:00Z,0320,ROBBERY,03,Robbery (index),"020XX W CHICAGO AVE, CHICAGO IL"
12262564,JE104752,2020-12-28T15:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"050XX N RAVENSWOOD AVE, CHICAGO IL"
11087328,JA430891,2017-09-14T15:55:00Z,0460,BATTERY,08B,Simple Battery (index),"048XX N MAGNOLIA AVE, CHICAGO IL"
12858845,JF433704,2022-10-14T03:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"056XX N MOZART ST, CHICAGO IL"
11030163,JA362366,2017-07-22T23:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"036XX S RHODES AVE, CHICAGO IL"
12436095,JE316975,2021-07-28T14:15:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"002XX E ERIE ST, CHICAGO IL"
11591641,JC147237,2019-02-10T18:30:00Z,2014,NARCOTICS,18,Drug Abuse,"009XX N MONTICELLO AVE, CHICAGO IL"
12254112,JD469783,2020-12-11T06:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"043XX N CAMPBELL AVE, CHICAGO IL"
11649035,JC217096,2019-04-09T03:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"070XX S SOUTH SHORE DR, CHICAGO IL"
10960724,JA282776,2017-05-28T21:14:00Z,0460,BATTERY,08B,Simple Battery (index),"029XX S FEDERAL ST, SKOIE IL"
11319219,JB269004,2018-05-18T21:05:00Z,0560,ASSAULT,08A,Simple Assult (index),"061XX S KILDARE AVE, CHICAGO IL"
12899686,JF482865,2022-11-21T09:11:00Z,0890,THEFT,06,Larceny (index),"011XX S WABASH AVE, CHICAGO IL"
12674939,JF212700,2021-12-16T17:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"058XX W ADDISON ST, CHICAGO IL"
11685866,JC261485,2019-05-13T18:00:00Z,0820,THEFT,06,Larceny (index),"033XX N HALSTED ST, CHICAGO IL"
12425743,JE304191,2021-07-16T21:30:00Z,0810,THEFT,06,Larceny (index),"059XX S TROY ST, CHICAGO IL"
12077386,JD263389,2020-06-14T02:03:00Z,0498,BATTERY,04B,Aggravated Battery (index),"015XX W 82ND ST, CHICAGO IL"
12839287,JF410607,2022-09-26T03:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"029XX W LEXINGTON ST, CHICAGO IL"
12544898,JE449774,2021-11-18T23:30:00Z,0860,THEFT,06,Larceny (index),"001XX N STATE ST, CHICAGO IL"
11521608,JB535090,2018-11-30T18:20:00Z,0880,THEFT,06,Larceny (index),"002XX N WABASH AVE, CHICAGO IL"
11905867,JC527762,2019-11-28T22:39:00Z,0320,ROBBERY,03,Robbery (index),"080XX S MORGAN ST, CICERO IL"
12845173,JF417581,2022-09-30T23:30:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"060XX N MAPLEWOOD AVE, CHICAGO IL"
12363483,JE227428,2021-05-12T13:30:00Z,0486,BATTERY,08B,Simple Battery (index),"041XX S PRAIRIE AVE, CHICAGO IL"
10888950,JA199072,2017-03-24T22:15:00Z,0460,BATTERY,08B,Simple Battery (index),"050XX N LOCKWOOD AVE, CHICAGO IL"
12047045,JD228141,2020-05-09T18:30:00Z,1150,DECEPTIVE PRACTICE,11,Fraud,"002XX W GRAND AVE, CHICAGO IL"
11346097,JB299039,2018-06-09T03:28:00Z,0460,BATTERY,08B,Simple Battery (index),"078XX S ASHLAND AVE, CHICAGO IL"
10965779,JA288627,2017-06-02T01:36:00Z,0560,ASSAULT,08A,Simple Assult (index),"002XX W 103RD ST, CHICAGO IL"
11018561,JA348705,2017-07-08T10:00:00Z,0620,BURGLARY,05,Burglary (index),"062XX N CICERO AVE, CHICAGO IL"
12861633,JF437552,2022-09-10T05:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"017XX W HOWARD ST, CHICAGO IL"
12198063,JD404859,2020-10-20T05:55:00Z,0486,BATTERY,08B,Simple Battery (index),"057XX S LAFLIN ST, CHICAGO IL"
12288542,JE135757,2021-02-01T18:00:00Z,0810,THEFT,06,Larceny (index),"049XX N HARLEM AVE, CHICAGO IL"
12410328,JE285400,2021-07-01T02:45:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"003XX W 58TH ST, SKOIE IL"
11481962,JB482731,2018-10-20T13:00:00Z,0460,BATTERY,08B,Simple Battery (index),"003XX N DESPLAINES ST, CHICAGO IL"
11454809,JB446815,2018-09-23T00:45:00Z,0560,ASSAULT,08A,Simple Assult (index),"063XX S KILDARE AVE, CHICAGO IL"
11893751,JC513332,2019-11-17T01:44:00Z,0820,THEFT,06,Larceny (index),"083XX S HOLLAND RD, CHICAGO IL"
12031196,JD210248,2020-03-10T15:00:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"006XX W BARRY AVE, CHICAGO IL"
10826119,JA127520,2017-01-24T04:45:00Z,0560,ASSAULT,08A,Simple Assult (index),"104XX S CORLISS AVE, CHICAGO IL"
11027979,JA359720,2017-07-23T12:57:00Z,2825,OTHER OFFENSE,26,Misc Non-Index Offense,"032XX W EASTWOOD AVE, CHICAGO IL"
11343536,JB300821,2018-06-09T02:55:00Z,0810,THEFT,06,Larceny (index),"013XX W 14TH ST, CHICAGO IL"
12491425,JE384544,2021-09-23T20:20:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"052XX S ASHLAND AVE, CHICAGO IL"
11066402,JA405092,2017-08-25T03:50:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"025XX S MICHIGAN AVE, CHICAGO IL"
11618935,JC180721,2019-03-10T23:55:00Z,5002,OTHER OFFENSE,26,Misc Non-Index Offense,"019XX N HERMITAGE AVE, CHICAGO IL"
10976719,JA301672,2017-06-11T05:30:00Z,0460,BATTERY,08B,Simple Battery (index),"021XX N MILWAUKEE AVE, CHICAGO IL"
12322136,JE177337,2021-03-22T14:00:00Z,1154,DECEPTIVE PRACTICE,11,Fraud,"005XX W DEMING PL, CHICAGO IL"
11518635,JB531136,2018-11-27T23:30:00Z,1210,DECEPTIVE PRACTICE,11,Fraud,"017XX W 79TH ST, CHICAGO IL"
12064797,JD249161,2020-06-01T04:40:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"057XX S WESTERN AVE, SKOIE IL"
11795898,JC393130,2019-08-15T10:40:00Z,0530,ASSAULT,04A,Aggravated Assault (index),"011XX S LAFLIN ST, CHICAGO IL"
12126794,JD321890,2020-08-05T21:31:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"011XX S ALBANY AVE, CHICAGO IL"
11688892,JC265258,2019-05-16T15:40:00Z,0460,BATTERY,08B,Simple Battery (index),"048XX W NORTH AVE, CHICAGO IL"
11669017,JC241084,2019-04-27T15:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"007XX N CENTRAL AVE, CHICAGO IL"
11323133,JB274258,2018-05-22T22:10:00Z,2014,NARCOTICS,18,Drug Abuse,"035XX W LEXINGTON ST, CICERO IL"
11130082,JA486374,2017-10-26T13:25:00Z,0460,BATTERY,08B,Simple Battery (index),"073XX S MICHIGAN AVE, CHICAGO IL"
11103087,JA451033,2017-09-29T11:43:00Z,0460,BATTERY,08B,Simple Battery (index),"0000X W WALTON ST, CHICAGO IL"
11894902,JC514609,2019-11-18T00:45:00Z,031A,ROBBERY,03,Robbery (index),"032XX W JACKSON BLVD, CHICAGO IL"
11613373,JC173634,2019-03-04T23:18:00Z,0460,BATTERY,08B,Simple Battery (index),"062XX S UNIVERSITY AVE, CHICAGO IL"
12775281,JF334554,2022-07-22T05:00:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"016XX S INDIANA AVE, CICERO IL"
12042367,JD222855,2020-05-03T07:15:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"018XX N AUSTIN AVE, SKOIE IL"
12372649,JE238844,2021-05-22T19:45:00Z,1360,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"057XX W ROOSEVELT RD, CHICAGO IL"
10949048,JA268580,2017-05-18T01:30:00Z,0810,THEFT,06,Larceny (index),"014XX W BARRY AVE, CHICAGO IL"
12186113,JD390382,2020-10-05T17:00:00Z,0820,THEFT,06,Larceny (index),"015XX S STATE ST, CHICAGO IL"
12343347,JE203032,2021-04-18T04:00:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"012XX W 103RD ST, CHICAGO IL"
11328654,JB281586,2018-05-27T21:45:00Z,0460,BATTERY,08B,Simple Battery (index),"008XX N MICHIGAN AVE, CHICAGO IL"
11996821,JD170961,2020-03-02T00:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"018XX S KILDARE AVE, CHICAGO IL"
11325554,JB277364,2018-05-25T02:50:00Z,031A,ROBBERY,03,Robbery (index),"081XX S DREXEL AVE, SKOIE IL"
12890315,JF471635,2022-11-12T09:10:00Z,0930,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"063XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
12125142,JD319725,2020-08-03T20:00:00Z,0265,CRIMINAL SEXUAL ASSAULT,02,Criminal Sexual Assualt (index),"023XX S SAWYER AVE, CHICAGO IL"
11164522,JA531710,2017-12-01T00:50:00Z,1153,DECEPTIVE PRACTICE,11,Fraud,"115XX S MAY ST, CHICAGO IL"
11289902,JB230222,2018-04-19T22:25:00Z,0870,THEFT,06,Larceny (index),"003XX W MONROE ST, CHICAGO IL"
12694341,JF236674,2022-05-10T14:40:00Z,0820,THEFT,06,Larceny (index),"066XX S WENTWORTH AVE, CHICAGO IL"
11191232,JA567858,2017-12-30T07:00:00Z,0313,ROBBERY,03,Robbery (index),"051XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
12638221,JF168965,2022-03-09T22:16:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"092XX S JEFFERY AVE, CHICAGO IL"
12738957,JF290622,2022-06-23T09:02:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"013XX E 53RD ST, CHICAGO IL"
10869889,JA177527,2017-03-06T00:00:00Z,0890,THEFT,06,Larceny (index),"007XX W 60TH PL, CHICAGO IL"
11691902,JC268973,2019-05-19T06:26:00Z,0860,THEFT,06,Larceny (index),"035XX N BROADWAY, CHICAGO IL"
12406111,JE280025,2021-06-25T05:00:00Z,1130,DECEPTIVE PRACTICE,11,Fraud,"044XX W THOMAS ST, CHICAGO IL"
11071736,JA411597,2017-08-29T13:30:00Z,3970,INTIMIDATION,26,Misc Non-Index Offense,"063XX N WINTHROP AVE, CHICAGO IL"
12503542,JE399369,2021-10-02T00:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"072XX S EXCHANGE AVE, CHICAGO IL"
11479683,JB479768,2018-10-18T03:40:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"089XX S ASHLAND AVE, CHICAGO IL"
11320069,JB270205,2018-05-19T20:35:00Z,0860,THEFT,06,Larceny (index),"126XX S HALSTED ST, CHICAGO IL"
12826350,JF394879,2022-09-13T22:00:00Z,0454,BATTERY,08B,Simple Battery (index),"0000X W 111TH ST, CHICAGO IL"
11411180,JB389826,2018-08-12T09:33:00Z,0610,BURGLARY,05,Burglary (index),"083XX S ASHLAND AVE, CHICAGO IL"
11553715,JC101208,2018-12-28T13:00:00Z,0498,BATTERY,04B,Aggravated Battery (index),"069XX S PEORIA ST, CHICAGO IL"
12648573,JF181450,2022-03-21T17:00:00Z,0890,THEFT,06,Larceny (index),"012XX S LAKE SHORE DR E, CHICAGO IL"
12046682,JD226852,2020-05-08T01:15:00Z,0497,BATTERY,04B,Aggravated Battery (index),"101XX S YALE AVE, CHICAGO IL"
12427129,JE305982,2021-07-19T00:44:00Z,051B,ASSAULT,04A,Aggravated Assault (index),"083XX S ABERDEEN ST, CHICAGO IL"
12379853,JE247187,2021-05-21T08:00:00Z,0460,BATTERY,08B,Simple Battery (index),"0000X W DIVISION ST, CHICAGO IL"
12605477,JF129005,2022-01-31T01:15:00Z,0860,THEFT,06,Larceny (index),"017XX W DIVISION ST, CHICAGO IL"
11530173,JB546420,2018-12-08T23:00:00Z,0820,THEFT,06,Larceny (index),"030XX N KOLMAR AVE, CHICAGO IL"
12547777,JE453436,2021-11-22T16:30:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"121XX S WALLACE ST, CHICAGO IL"
12009925,JD177680,2020-03-08T00:26:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"080XX S ELLIS AVE, CHICAGO IL"
10954687,JA275352,2017-05-23T05:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"038XX W 84TH ST, CHICAGO IL"
12457962,JE343595,2021-07-06T17:00:00Z,1110,DECEPTIVE PRACTICE,11,Fraud,"042XX W 83RD ST, CHICAGO IL"
12571545,JE482151,2021-12-19T03:07:00Z,0486,BATTERY,08B,Simple Battery (index),"048XX W HENDERSON ST, CHICAGO IL"
11491519,JB495152,2018-10-29T21:33:00Z,0860,THEFT,06,Larceny (index),"0000X N STATE ST, CHICAGO IL"
12924219,JF512166,2022-12-16T02:04:00Z,2825,OTHER OFFENSE,26,Misc Non-Index Offense,"019XX S ALBANY AVE, CHICAGO IL"
